X,Vx,U0,roll,roll_sp,Y,Vy,U1,pitch,pitch_sp,yaw,yaw_sp,TorqueYaw,Ez,Z,Vz,Tm,pwmedf,s0,s1,s2  
-0.25544, -0.00577,   -0.24026, 0.35288, 0.27534,         -0.28154, 0.02832,   -0.23440, -1.47118, -3.11738,      32.61612, 60.00000, 0.10939,            0.44984, 0.45133, 0.14087,   21.04595, 1484,      3,3,2    
-0.25539, 0.01540,   -0.26156, 0.35394, 0.39341,          -0.28140, -0.01022,   -0.29293, -1.48326, -3.12416,     32.46341, 60.00000, 0.10861,            0.44984, 0.45172, 0.00652,   21.94175, 1497,      3,3,2    
-0.25531, 0.01194,   0.00850, 0.34888, 0.40025,           -0.28141, -0.00962,   -0.26523, -1.47500, -3.12983,     32.29527, 60.00000, 0.10207,            0.46984, 0.45314, 0.03972,   21.70463, 1494,      3,3,2    
-0.25479, 0.05273,   -0.03123, 0.35107, 0.05153,          -0.28067, 0.20684,   -0.47288, -1.46517, -2.60305,      32.15773, 60.00000, 0.11049,            0.43985, 0.45127, -0.03961,   22.25523, 1502,      3,3,2    
-0.25401, 0.04650,   0.09451, 0.32078, 0.23751,           -0.27913, 0.10852,   -0.37744, -1.44278, -2.78787,      32.02547, 60.00000, 0.10203,            0.44985, 0.44858, -0.07217,   22.49896, 1505,      3,3,2    
-0.25374, 0.01750,   0.38242, 0.30614, 0.05462,           -0.27801, 0.18024,   -0.45439, -1.42354, -2.73360,      31.91025, 60.00000, 0.10244,            0.43986, 0.44710, -0.08647,   22.60976, 1507,      3,3,2    
-0.25316, 0.01884,   0.11585, 0.27251, 0.23083,           -0.27648, 0.09284,   -0.63671, -1.38781, -2.87695,      31.80002, 60.00000, 0.10185,            0.41987, 0.44346, -0.11187,   22.81566, 1510,      3,3,2    
-0.25269, 0.11821,   0.31770, 0.25250, 0.38181,           -0.27536, 0.09569,   -0.63747, -1.34837, -2.56994,      31.69813, 60.00000, 0.10414,            0.44987, 0.44163, -0.12141,   22.89753, 1511,      3,3,2    
-0.25226, -0.01731,   0.12514, 0.22597, 0.22105,          -0.27442, 0.07305,   -0.69036, -1.31084, -3.00111,      31.60309, 60.00000, 0.09848,            0.43988, 0.43971, 0.07114,   21.62697, 1493,      3,3,2    
-0.25176, 0.10529,   0.16415, 0.21269, 0.36616,           -0.27366, 0.09766,   -0.70513, -1.26939, -2.58716,      31.49431, 60.00000, 0.10535,            0.44989, 0.44302, 0.08740,   21.48383, 1491,      3,3,2    
-0.25148, -0.02342,   0.05978, 0.20495, 0.25987,          -0.27266, 0.05247,   -0.90493, -1.21960, -3.04058,      31.42091, 60.00000, 0.09927,            0.43990, 0.44171, 0.06325,   21.65917, 1493,      3,3,2    
-0.25160, 0.04266,   0.31220, 0.18157, 0.35574,           -0.27222, 0.05725,   -0.89421, -1.16661, -2.83467,      31.32563, 60.00000, 0.09734,            0.43991, 0.44180, 0.07458,   21.58155, 1492,      3,3,2    
-0.25179, -0.04303,   -0.02442, 0.16851, 0.23067,         -0.27154, 0.05407,   -1.10743, -1.09679, -3.09108,      31.26744, 60.00000, 0.10321,            0.41992, 0.44111, 0.06589,   21.64703, 1493,      3,3,2    
-0.25117, 0.11662,   0.44780, 0.13039, 0.33594,           -0.27055, 0.12374,   -1.02142, -1.04106, -2.48480,      31.20113, 60.00000, 0.09534,            0.39993, 0.43879, 0.02909,   21.91619, 1497,      3,3,2    
-0.24953, 0.07529,   0.41240, 0.12252, 0.32517,           -0.26923, 0.09900,   -1.06125, -0.96280, -2.63271,      31.15808, 60.00000, 0.10003,            0.41994, 0.43729, -0.00602,   22.16621, 1500,      3,3,2    
-0.24765, 0.26383,   0.03135, 0.08979, 0.04750,           -0.26703, 0.37627,   -0.96241, -0.89871, -1.55572,      31.12038, 60.00000, 0.09335,            0.41995, 0.43356, -0.05086,   22.50203, 1505,      3,3,2    
-0.24569, 0.09328,   0.48391, 0.05844, 0.14319,           -0.26333, 0.19595,   -1.16498, -0.81288, -2.35132,      31.10634, 60.00000, 0.09404,            0.40996, 0.42989, -0.07510,   22.70332, 1508,      3,3,2    
-0.24515, 0.00046,   0.30924, 0.01616, 0.08379,           -0.26107, 0.15092,   -1.37795, -0.68678, -2.69237,      31.11212, 60.00000, 0.09016,            0.41997, 0.42804, -0.03148,   22.43068, 1504,      3,3,2    
-0.24520, -0.01279,   0.24551, 0.00293, 0.16954,          -0.25946, 0.09473,   -1.30712, -0.63955, -2.82508,      31.10498, 60.00000, 0.09696,            0.39998, 0.42347, -0.11526,   23.03610, 1513,      3,3,2    
-0.24519, -0.01148,   0.49590, -0.03296, -0.00954,        -0.25831, 0.18065,   -1.30523, -0.56249, -2.66265,      31.11117, 60.00000, 0.08867,            0.39998, 0.42036, 0.03431,   22.06651, 1499,      3,3,2    
-0.24410, 0.06369,   0.74489, -0.08984, 0.20073,          -0.25634, 0.13077,   -1.27548, -0.46224, -2.51260,      31.11723, 60.00000, 0.09352,            0.39999, 0.41785, 0.00438,   22.29232, 1502,      3,3,2    
-0.24243, 0.30863,   0.19316, -0.13528, 0.26300,          -0.25400, 0.28093,   -1.01128, -0.40274, -1.49743,      31.14572, 60.00000, 0.09260,            0.38999, 0.41577, 0.00807,   22.28464, 1502,      3,3,2    
-0.23976, 0.14075,   0.55508, -0.17121, 0.31468,          -0.25164, 0.12814,   -1.14050, -0.32570, -2.23693,      31.15175, 60.00000, 0.08837,            0.40999, 0.41527, 0.00746,   22.29543, 1502,      3,3,2    
-0.23912, -0.06344,   0.24893, -0.18490, -0.19821,        -0.24968, 0.22240,   -1.49915, -0.25009, -2.65885,      31.17967, 60.00000, 0.09427,            0.40999, 0.41476, 0.05258,   22.00120, 1498,      3,3,2    
-0.23912, 0.00954,   0.15827, -0.23012, 0.34562,          -0.24840, 0.00547,   -1.63865, -0.13970, -2.82586,      31.20731, 60.00000, 0.08834,            0.41000, 0.41353, -0.01315,   22.45407, 1504,      3,3,2    
-0.23892, 0.11419,   0.48565, -0.23607, 0.24569,          -0.24744, 0.13102,   -1.58277, -0.04012, -2.28633,      31.23478, 60.00000, 0.09132,            0.39000, 0.41065, -0.04905,   22.72369, 1508,      3,3,2    
-0.23774, 0.05793,   0.26982, -0.28587, 0.12479,          -0.24546, 0.14466,   -1.48929, 0.11222, -2.41086,       31.28379, 60.00000, 0.08943,            0.40000, 0.40869, -0.05220,   22.76264, 1509,      3,3,2    
-0.23605, 0.25910,   0.34683, -0.30390, 0.31435,          -0.24361, 0.20123,   -1.16762, 0.15052, -1.69489,       31.29867, 60.00000, 0.09272,            0.40999, 0.40768, -0.07277,   22.90680, 1511,      3,3,2    
-0.23411, 0.06868,   0.42012, -0.33984, 0.12674,          -0.24134, 0.14661,   -1.29760, 0.22706, -2.33101,       31.33325, 60.00000, 0.08708,            0.39999, 0.40633, 0.03767,   22.18309, 1501,      3,3,2    
-0.23351, 0.02480,   0.61106, -0.36729, -0.01317,         -0.23999, 0.17983,   -1.29486, 0.29893, -2.39049,       31.35435, 60.00000, 0.08847,            0.38999, 0.40518, 0.22822,   20.91944, 1482,      3,3,2    
-0.23344, -0.02232,   0.16397, -0.39368, 0.05507,         -0.23823, 0.10461,   -1.69897, 0.39255, -2.65668,       31.39717, 60.00000, 0.09286,            0.40998, 0.40851, 0.25548,   20.70594, 1479,      3,3,2    
-0.23336, 0.01537,   0.42197, -0.42878, -0.03696,         -0.23715, 0.17609,   -1.56523, 0.49134, -2.41145,       31.41779, 60.00000, 0.08922,            0.40997, 0.41067, 0.25181,   20.70680, 1479,      3,3,2    
-0.23289, 0.00093,   0.81690, -0.46765, -0.00098,         -0.23503, 0.14127,   -1.67781, 0.60302, -2.50410,       31.47371, 60.00000, 0.09211,            0.38997, 0.41082, 0.20411,   21.02811, 1484,      3,3,2    
-0.23133, 0.28357,   0.21506, -0.52313, 0.07639,          -0.23298, 0.31657,   -1.32388, 0.69546, -1.33443,       31.53176, 60.00000, 0.09221,            0.40995, 0.41119, 0.06272,   21.96446, 1497,      3,3,2    
-0.22935, 0.09841,   0.30656, -0.56134, 0.21996,          -0.23060, 0.09876,   -1.33412, 0.77834, -2.24870,       31.58127, 60.00000, 0.09157,            0.39994, 0.40952, 0.02579,   22.22900, 1501,      3,3,2    
-0.22855, -0.02229,   0.20592, -0.59160, -0.21683,        -0.22865, 0.22209,   -1.36984, 0.88721, -2.36616,       31.51308, 60.00000, 0.08995,            0.38994, 0.40819, 0.16290,   21.32461, 1488,      3,3,2    
-0.22868, -0.04205,   0.39354, -0.60672, -0.05322,        -0.22667, 0.12114,   -1.79038, 0.94146, -2.59878,       31.49001, 60.00000, 0.09059,            0.39992, 0.40721, 0.13656,   21.51591, 1491,      3,3,2    
-0.22832, 0.04506,   0.39363, -0.66563, -0.05979,         -0.22512, 0.18887,   -1.83490, 1.10007, -2.21013,       31.44475, 60.00000, 0.09264,            0.38991, 0.40712, 0.13748,   21.51079, 1491,      3,3,2    
-0.22698, 0.08445,   0.39744, -0.68752, 0.14333,          -0.22312, 0.11599,   -1.70351, 1.15219, -2.20652,       31.43699, 60.00000, 0.08623,            0.39989, 0.40762, 0.12858,   21.56309, 1492,      3,3,2    
-0.22570, 0.24640,   0.65561, -0.72905, 0.13903,          -0.22137, 0.24050,   -1.54153, 1.30065, -1.48736,       31.41872, 60.00000, 0.08889,            0.38988, 0.40415, 0.04674,   22.14530, 1500,      3,3,2    
-0.22413, 0.04607,   0.22007, -0.75378, 0.07198,          -0.21928, 0.11826,   -1.63202, 1.38823, -2.27740,       31.41884, 60.00000, 0.08643,            0.38986, 0.39993, -0.01606,   22.60875, 1507,      3,3,2    
-0.22354, 0.03321,   0.20185, -0.77168, 0.10125,          -0.21754, 0.09087,   -1.72490, 1.47742, -2.35246,       31.43053, 60.00000, 0.08484,            0.38984, 0.39691, -0.04740,   22.85021, 1510,      3,3,2    
-0.22315, -0.01201,   0.51850, -0.80695, -0.09457,        -0.21584, 0.14974,   -1.75252, 1.57659, -2.36936,       31.43028, 60.00000, 0.08915,            0.35984, 0.39192, -0.02702,   22.76535, 1509,      3,3,2    
-0.22300, 0.09770,   0.36463, -0.83748, -0.00224,         -0.21426, 0.18402,   -1.85207, 1.68381, -1.97591,       31.45679, 60.00000, 0.08411,            0.36981, 0.38811, -0.06186,   23.03792, 1512,      3,3,2    
-0.22169, 0.07336,   0.41566, -0.86886, 0.21859,          -0.21286, 0.05389,   -1.74107, 1.76933, -2.26658,       31.46157, 60.00000, 0.09068,            0.36979, 0.38335, -0.26444,   24.44195, 1532,      3,3,2    
-0.22103, 0.13822,   0.48832, -0.88904, 0.12115,          -0.21173, 0.15049,   -1.65349, 1.81447, -1.89129,       31.46911, 60.00000, 0.08807,            0.38976, 0.37929, -0.28385,   24.61211, 1534,      3,3,2    
-0.21948, 0.08361,   0.46093, -0.91174, 0.18264,          -0.21035, 0.07769,   -1.59504, 1.89546, -2.16599,       31.46053, 60.00000, 0.09183,            0.38974, 0.37645, -0.30118,   24.75713, 1536,      3,3,2    
-0.21867, 0.14678,   0.32957, -0.96094, 0.12487,          -0.20910, 0.15352,   -1.69154, 2.01994, -1.83142,       31.44209, 60.00000, 0.09624,            0.36973, 0.37478, -0.17985,   23.96242, 1525,      3,3,2    
-0.21776, 0.03069,   0.23467, -0.98172, 0.07871,          -0.20750, 0.08537,   -1.49812, 2.09420, -2.28263,       31.43358, 60.00000, 0.09398,            0.35972, 0.37056, -0.27858,   24.66404, 1535,      3,3,2    
-0.21760, 0.00636,   0.47736, -1.00160, -0.19768,         -0.20608, 0.20183,   -1.56173, 2.13979, -2.13691,       31.41892, 60.00000, 0.09928,            0.35969, 0.36666, -0.24331,   24.46901, 1532,      3,3,2    
-0.21680, 0.03958,   0.36027, -1.00484, 0.05607,          -0.20445, 0.09903,   -1.76294, 2.20466, -2.21084,       31.39543, 60.00000, 0.10017,            0.34969, 0.36259, -0.25567,   24.59794, 1534,      3,3,2    
-0.21636, 0.04309,   0.27919, -1.05174, -0.02084,         -0.20328, 0.13855,   -1.66975, 2.32329, -2.12071,       31.34324, 60.00000, 0.09996,            0.35966, 0.35937, -0.26414,   24.68499, 1535,      3,3,2    
-0.21549, 0.05663,   0.54354, -1.08524, 0.12847,          -0.20182, 0.07388,   -1.58047, 2.39455, -2.18388,       31.29702, 60.00000, 0.10514,            0.35963, 0.35809, -0.25789,   24.65649, 1535,      3,3,2    
-0.21447, 0.07997,   0.29439, -1.09259, -0.07933,         -0.20053, 0.19413,   -1.40445, 2.42203, -1.88572,       31.27611, 60.00000, 0.10241,            0.35961, 0.35678, -0.07996,   23.47651, 1519,      3,3,2    
-0.21393, 0.00641,   0.53897, -1.13502, -0.02851,         -0.19871, 0.11079,   -1.65095, 2.52751, -2.24021,       31.20684, 60.00000, 0.10805,            0.35959, 0.35672, -0.08666,   23.52675, 1519,      3,3,2    
-0.21382, 0.01549,   0.26732, -1.15992, -0.16766,         -0.19722, 0.18370,   -1.58177, 2.59405, -2.07527,       31.16265, 60.00000, 0.10788,            0.34958, 0.35491, -0.24730,   24.61990, 1534,      3,3,2    
-0.21391, -0.02691,   0.53677, -1.18672, 0.04926,         -0.19607, 0.04306,   -1.69616, 2.66717, -2.44761,       31.12498, 60.00000, 0.10627,            0.35954, 0.35368, -0.22446,   24.48182, 1532,      3,3,2    
-0.21391, 0.03067,   0.61251, -1.22173, -0.00825,         -0.19522, 0.11352,   -1.74580, 2.74548, -2.14746,       31.07165, 60.00000, 0.11161,            0.34953, 0.35163, -0.22645,   24.51917, 1533,      3,3,2    
-0.21337, 0.01413,   0.29757, -1.24469, 0.06752,          -0.19437, 0.06373,   -1.53811, 2.80517, -2.27729,       31.03429, 60.00000, 0.10671,            0.33952, 0.34918, -0.22374,   24.52730, 1533,      3,3,2    
-0.21299, 0.07628,   0.85722, -1.31053, 0.03185,          -0.19283, 0.12559,   -1.70143, 2.88945, -1.97321,       30.98875, 60.00000, 0.11174,            0.33950, 0.34597, -0.23297,   24.62592, 1534,      3,3,2    
-0.21219, 0.02975,   0.81333, -1.36230, -0.13622,         -0.19082, 0.17029,   -1.53133, 2.94828, -2.01661,       30.95749, 60.00000, 0.10847,            0.33947, 0.34492, -0.10830,   23.79942, 1523,      3,3,2    
-0.21163, 0.01336,   0.56921, -1.40907, -0.43763,         -0.18861, 0.30138,   -1.67644, 3.01594, -1.81848,       30.91932, 60.00000, 0.11185,            0.34942, 0.34445, -0.10603,   23.78947, 1523,      3,3,2    
-0.21140, -0.00057,   0.54810, -1.45227, -0.25875,        -0.18545, 0.19679,   -1.49225, 3.06973, -2.02990,       30.89500, 60.00000, 0.10884,            0.35938, 0.34505, -0.06095,   23.47946, 1519,      3,3,2    
-0.21146, -0.02597,   0.94695, -1.50964, -0.12250,        -0.18367, 0.10757,   -1.51776, 3.11939, -2.25616,       30.89441, 60.00000, 0.10456,            0.34937, 0.34510, 0.09283,   22.45142, 1504,      3,3,2    
-0.21196, -0.05088,   0.42452, -1.55125, -0.15178,        -0.18237, 0.09919,   -1.55521, 3.16635, -2.34282,       30.87882, 60.00000, 0.11379,            0.33937, 0.34511, -0.07680,   23.58516, 1520,      3,3,2    
-0.21260, -0.00785,   0.83286, -1.60681, -0.18896,        -0.18099, 0.14475,   -1.63324, 3.23836, -2.13309,       30.86038, 60.00000, 0.10539,            0.34932, 0.34433, -0.22883,   24.61362, 1534,      3,3,2    
-0.21302, -0.07029,   0.94491, -1.67353, -0.18912,        -0.17966, 0.09540,   -1.70837, 3.30082, -2.40304,       30.81487, 60.00000, 0.10861,            0.33931, 0.34192, -0.23849,   24.70511, 1535,      3,3,2    
-0.21383, -0.08250,   0.61533, -1.70780, -0.33754,        -0.17797, 0.15341,   -1.44043, 3.32062, -2.33515,       30.80680, 60.00000, 0.10515,            0.32930, 0.34020, -0.06264,   23.53812, 1519,      3,3,2    
-0.21410, -0.00544,   0.95935, -1.75013, -0.15487,        -0.17595, 0.11570,   -1.63543, 3.36662, -2.16623,       30.82667, 60.00000, 0.10557,            0.33925, 0.33990, -0.05035,   23.46521, 1518,      3,3,2    
-0.21425, -0.04154,   0.92899, -1.84994, -0.51476,        -0.17426, 0.25887,   -1.60998, 3.46208, -2.01327,       30.85233, 60.00000, 0.10190,            0.34920, 0.34017, -0.16910,   24.25606, 1529,      3,3,2    
-0.21417, 0.01337,   0.71068, -1.90461, -0.22099,         -0.17173, 0.15044,   -1.68192, 3.52644, -2.03084,       30.87124, 60.00000, 0.11048,            0.34916, 0.34004, -0.18121,   24.33798, 1530,      3,3,2    
-0.21444, -0.03982,   0.81830, -1.93505, -0.52975,        -0.16932, 0.25409,   -1.80348, 3.55387, -1.99589,       30.90040, 60.00000, 0.09854,            0.31920, 0.33591, -0.14574,   24.14472, 1528,      3,3,2    
-0.21462, -0.03189,   0.92153, -1.97864, -0.17063,        -0.16756, 0.07968,   -1.92065, 3.62829, -2.27547,       30.93459, 60.00000, 0.10666,            0.32914, 0.33541, 0.08313,   22.61941, 1507,      3,3,2    
-0.21522, -0.08422,   0.72090, -2.06355, -0.33656,        -0.16646, 0.11643,   -1.80123, 3.69037, -2.36458,       31.00358, 60.00000, 0.10070,            0.35902, 0.33750, -0.03826,   23.40723, 1518,      3,3,2    
-0.21593, -0.03910,   1.05901, -2.11749, -0.08551,        -0.16558, 0.02262,   -1.76195, 3.74710, -2.39934,       31.05325, 60.00000, 0.10110,            0.34901, 0.33766, -0.13092,   24.02926, 1526,      3,3,2    
-0.21648, -0.10353,   0.51424, -2.18684, -0.40433,        -0.16519, 0.12719,   -1.69472, 3.82721, -2.40560,       31.15081, 60.00000, 0.10502,            0.35895, 0.33807, -0.11053,   23.88331, 1524,      3,3,2    
-0.21687, -0.02468,   0.91505, -2.23859, -0.16243,        -0.16430, 0.06323,   -1.89860, 3.89853, -2.28548,       31.22208, 60.00000, 0.10366,            0.36888, 0.33949, -0.08301,   23.69083, 1521,      3,3,2    
-0.21755, -0.12979,   0.82099, -2.25817, -0.50253,        -0.16320, 0.14567,   -2.01252, 3.93525, -2.44815,       31.27807, 60.00000, 0.09704,            0.33893, 0.33812, -0.00650,   23.19273, 1515,      3,3,2    
-0.21862, -0.10001,   0.90828, -2.35404, -0.36404,        -0.16197, 0.09491,   -1.77083, 4.01746, -2.45367,       31.28128, 60.00000, 0.10175,            0.34887, 0.33852, 0.02863,   22.95056, 1511,      3,3,2    
-0.21991, -0.12063,   0.70310, -2.39709, -0.48951,        -0.16068, 0.13500,   -1.74094, 4.06306, -2.44612,       31.30926, 60.00000, 0.09304,            0.33886, 0.33947, 0.05106,   22.78800, 1509,      3,3,2    
-0.22074, -0.06484,   1.12591, -2.46558, -0.36758,        -0.15919, 0.11027,   -1.69240, 4.10576, -2.32497,       31.45196, 60.00000, 0.09426,            0.33883, 0.34045, 0.17517,   21.95094, 1497,      3,3,2    
-0.22111, -0.01935,   0.58454, -2.51122, -0.49339,        -0.15772, 0.20057,   -1.86891, 4.16908, -2.02316,       31.60134, 60.00000, 0.09645,            0.33879, 0.34243, 0.17117,   21.95513, 1497,      3,3,2    
-0.22153, -0.04521,   1.12052, -2.57862, -0.59729,        -0.15586, 0.22503,   -1.56886, 4.20429, -2.04831,       31.75962, 60.00000, 0.09353,            0.33875, 0.34338, 0.17174,   21.94143, 1497,      3,3,2    
-0.22215, -0.08754,   0.82524, -2.59541, -0.45082,        -0.15432, 0.11008,   -1.69577, 4.22654, -2.37792,       31.83815, 60.00000, 0.09629,            0.34869, 0.34596, 0.23513,   21.49111, 1491,      3,3,2    
-0.22291, -0.01991,   0.89086, -2.69756, -0.40158,        -0.15345, 0.13159,   -1.76179, 4.29310, -2.14094,       32.08267, 60.00000, 0.08932,            0.34865, 0.35016, 0.24633,   21.37404, 1489,      3,3,2    
-0.22283, 0.01921,   1.01855, -2.72657, -0.10248,         -0.15283, 0.00435,   -1.56989, 4.30416, -2.25626,       32.17658, 60.00000, 0.08981,            0.34862, 0.35202, 0.06313,   22.58276, 1506,      3,3,2    
-0.22269, -0.01658,   0.99273, -2.78404, -0.18927,        -0.15293, 0.01672,   -1.41448, 4.32661, -2.33759,       32.34899, 60.00000, 0.08634,            0.34859, 0.35225, 0.06604,   22.55954, 1506,      3,3,2    
-0.22287, -0.03532,   0.94391, -2.87729, -0.20385,        -0.15291, 0.00383,   -1.89628, 4.38836, -2.41737,       32.57170, 60.00000, 0.08934,            0.33860, 0.35172, 0.05391,   22.65321, 1507,      3,3,2    
-0.22328, -0.03696,   0.95778, -2.92669, -0.20925,        -0.15283, 0.00107,   -1.79980, 4.42679, -2.42987,       32.77454, 60.00000, 0.08062,            0.35847, 0.35367, 0.10444,   22.29387, 1502,      3,3,2    
-0.22386, -0.06576,   1.02872, -2.94916, -0.37999,        -0.15246, 0.06051,   -1.59739, 4.43946, -2.40444,       32.86856, 60.00000, 0.08801,            0.34849, 0.35272, 0.04005,   22.73447, 1508,      3,3,2    
-0.22432, -0.04615,   0.61007, -3.00819, -0.31670,        -0.15218, 0.03682,   -1.63150, 4.46023, -2.39346,       33.07173, 60.00000, 0.07923,            0.34846, 0.35244, 0.03319,   22.78154, 1509,      3,3,2    
-0.22448, -0.00075,   0.99947, -3.06451, -0.10226,        -0.15235, -0.04329,   -1.40526, 4.46554, -2.41537,      33.31785, 60.00000, 0.07956,            0.34844, 0.35214, 0.03033,   22.80503, 1509,      3,3,2    
-0.22466, -0.07846,   0.86594, -3.09771, -0.20215,        -0.15261, -0.06191,   -1.48207, 4.47145, -2.67812,      33.52915, 60.00000, 0.07960,            0.35839, 0.35186, 0.02376,   22.85318, 1510,      3,3,2    
-0.22528, -0.08251,   0.57077, -3.12878, -0.18608,        -0.15330, -0.08001,   -1.43501, 4.47085, -2.73230,      33.73409, 60.00000, 0.07939,            0.38824, 0.35457, 0.03808,   22.72810, 1508,      3,3,2    
-0.22602, -0.05878,   0.81678, -3.16127, -0.27161,        -0.15381, -0.01811,   -1.46982, 4.47738, -2.55310,      33.92326, 60.00000, 0.07883,            0.35836, 0.35582, 0.13440,   22.07315, 1499,      3,3,2    
-0.22670, -0.11058,   0.80604, -3.17842, -0.32276,        -0.15398, -0.04266,   -1.37465, 4.46900, -2.75445,      34.03373, 60.00000, 0.07269,            0.35835, 0.35728, 0.28004,   21.08282, 1485,      3,3,2    
-0.22733, -0.02593,   0.68359, -3.19374, -0.26866,        -0.15426, -0.00306,   -1.35495, 4.46539, -2.44110,      34.23726, 60.00000, 0.07741,            0.34840, 0.35828, 0.07035,   22.47734, 1505,      3,3,2    
-0.22789, -0.04723,   0.35948, -3.22115, -0.28213,        -0.15458, -0.02139,   -1.45049, 4.45084, -2.54298,      34.45167, 60.00000, 0.07053,            0.35835, 0.35862, 0.06702,   22.49673, 1505,      3,3,2    
-0.22829, -0.07191,   0.93768, -3.26790, -0.23455,        -0.15499, -0.07647,   -1.30829, 4.44262, -2.72603,      34.72955, 60.00000, 0.07110,            0.34838, 0.35989, 0.21505,   21.49402, 1491,      3,3,2    
-0.22879, -0.08077,   0.84395, -3.27796, -0.20443,        -0.15588, -0.10887,   -1.44235, 4.43597, -2.82316,      34.83812, 60.00000, 0.07365,            0.36829, 0.36270, 0.30175,   20.88748, 1482,      3,3,2    
-0.22943, -0.08456,   0.43177, -3.30255, -0.31918,        -0.15644, -0.05075,   -1.40351, 4.42709, -2.72631,      35.11675, 60.00000, 0.06776,            0.35833, 0.36447, 0.24171,   21.26960, 1487,      3,3,2    
-0.23056, -0.13695,   0.60782, -3.31080, -0.31718,        -0.15728, -0.11062,   -1.28990, 4.41382, -3.00537,      35.22775, 60.00000, 0.06960,            0.38819, 0.37024, 0.28869,   20.89672, 1482,      3,3,2    
-0.23158, -0.11719,   0.70383, -3.34538, -0.34574,        -0.15802, -0.08310,   -1.33159, 4.39578, -2.90546,      35.46430, 60.00000, 0.06536,            0.38819, 0.37552, 0.31403,   20.67509, 1479,      3,3,2    
-0.23279, -0.13535,   0.71742, -3.37104, -0.37290,        -0.15887, -0.09172,   -1.15443, 4.34136, -2.98632,      35.76696, 60.00000, 0.06685,            0.36829, 0.37871, 0.31840,   20.61308, 1478,      3,3,2    
-0.23376, -0.08483,   0.42452, -3.38132, -0.33190,        -0.15959, -0.07556,   -0.80995, 4.27137, -2.82214,      36.01099, 60.00000, 0.06516,            0.38822, 0.38145, 0.31466,   20.60711, 1478,      3,3,2    
-0.23468, -0.12536,   0.21160, -3.37463, -0.18555,        -0.16060, -0.21823,   -0.92723, 4.23289, -3.23740,      36.13903, 60.00000, 0.06058,            0.39822, 0.38455, 0.30796,   20.62174, 1478,      3,3,2    
-0.23553, -0.09937,   0.43319, -3.38032, -0.32117,        -0.16212, -0.11398,   -1.12709, 4.19364, -2.96626,      36.39076, 60.00000, 0.06086,            0.39823, 0.38714, 0.29805,   20.66369, 1479,      3,3,2    
-0.23652, -0.06406,   0.61307, -3.38140, -0.05331,        -0.16412, -0.25450,   -1.07017, 4.13128, -3.17479,      36.71667, 60.00000, 0.06389,            0.38830, 0.38778, 0.28534,   20.74278, 1480,      3,3,2    
-0.23696, -0.05952,   0.40704, -3.37342, -0.24664,        -0.16584, -0.13203,   -0.86294, 4.07425, -2.92260,      36.96953, 60.00000, 0.06152,            0.36841, 0.38882, 0.25615,   20.92588, 1483,      3,3,2    
-0.23721, 0.04214,   0.44722, -3.37072, -0.03590,         -0.16762, -0.16700,   -0.98775, 4.04879, -2.72699,      37.10354, 60.00000, 0.05707,            0.38835, 0.39180, 0.27366,   20.77989, 1480,      3,3,2    
-0.23697, -0.03808,   0.35158, -3.36877, -0.27898,        -0.16889, -0.09994,   -0.95553, 3.97982, -2.81367,      37.42977, 60.00000, 0.05746,            0.39833, 0.39438, 0.28045,   20.70772, 1479,      3,3,2    
-0.23734, -0.06439,   0.33311, -3.36566, -0.28167,        -0.17017, -0.13436,   -0.57388, 3.93255, -2.96791,      37.55806, 60.00000, 0.05950,            0.39837, 0.39679, 0.24561,   20.91469, 1482,      3,3,2    
-0.23783, -0.12364,   0.39206, -3.35572, -0.40647,        -0.17115, -0.12603,   -0.49922, 3.80040, -3.12110,      37.86720, 60.00000, 0.05964,            0.38845, 0.39794, 0.21833,   21.08578, 1485,      3,3,2    
-0.23917, -0.17488,   0.26165, -3.34528, -0.34274,        -0.17317, -0.23953,   -0.52335, 3.75534, -3.52178,      37.99331, 60.00000, 0.05926,            0.39846, 0.39961, 0.19888,   21.19918, 1487,      3,3,2    
-0.24028, -0.10464,   0.29056, -3.29704, -0.24386,        -0.17498, -0.23485,   -0.71862, 3.64367, -3.33873,      38.30255, 60.00000, 0.06025,            0.38855, 0.40007, 0.11479,   21.75852, 1495,      3,3,2    
-0.24130, -0.05533,   0.21573, -3.27959, -0.10256,        -0.17781, -0.28642,   -0.61217, 3.60135, -3.33930,      38.42205, 60.00000, 0.05762,            0.39856, 0.40163, 0.12647,   21.66347, 1493,      3,3,2    
-0.24151, 0.00643,   0.07723, -3.23891, -0.14012,         -0.17974, -0.18519,   -0.50654, 3.52820, -2.96733,      38.60316, 60.00000, 0.05916,            0.39858, 0.40147, 0.09549,   21.87208, 1496,      3,3,2    
-0.24113, -0.00147,   -0.04242, -3.20500, -0.23881,       -0.18127, -0.12561,   -0.52280, 3.46211, -2.86679,      38.71503, 60.00000, 0.05473,            0.39865, 0.40107, 0.06518,   22.07916, 1499,      3,3,2    
-0.24109, -0.04003,   0.08291, -3.17618, -0.19851,        -0.18233, -0.21386,   -0.47502, 3.37590, -3.16859,      38.94947, 60.00000, 0.05826,            0.40866, 0.40143, 0.04683,   22.19815, 1501,      3,3,2    
